1	7	7	0	0
2	7	6	0	0
3	7	6	0	7
4	0	6	0	7
5	0	6	6	7
6	1	6	6	7
7	1	6	5	7
8	1	6	5	7
9	2	6	5	7
10	2	6	4	7
11	2	6	4	7
12	3	6	4	7
13	3	6	3	7
14	3	6	3	7
15	4	6	3	7
16	4	6	2	7
17	4	6	2	7
18	5	6	2	7
19	5	6	1	7
20	5	6	1	7
21	6	6	1	7
22	6	6	0	7
23	6	6	0	7
24	6	6	0	6
25	6	6	0	6
26	6	6	6	6
27	7	6	6	6
28	7	6	5	6
29	7	6	5	6
30	8	6	5	6
31	8	6	4	6
32	8	6	4	6
33	9	6	4	6
34	9	6	3	6
35	9	6	3	6
36	10	6	3	6
37	10	6	2	6
38	10	6	2	6
39	11	6	2	6
40	11	6	1	6
41	11	6	1	6
42	12	6	1	6
43	12	6	0	6
44	12	6	0	6
45	12	6	0	5
46	12	6	0	5
47	12	6	6	5
48	13	6	6	5
49	13	6	5	5
50	13	6	5	5
51	14	6	5	5
52	14	6	4	5
53	14	6	4	5
54	15	6	4	5
55	15	6	3	5
56	15	6	3	5
57	16	6	3	5
58	16	6	2	5
59	16	6	2	5
60	17	6	2	5
61	17	6	1	5
62	17	6	1	5
63	18	6	1	5
64	18	6	0	5
65	18	6	0	5
66	18	6	0	4
67	18	6	0	4
68	18	6	6	4
69	19	6	6	4
70	19	6	5	4
71	19	6	5	4
72	20	6	5	4
73	20	6	4	4
74	20	6	4	4
75	21	6	4	4
76	21	6	3	4
77	21	6	3	4
78	22	6	3	4
79	22	6	2	4
80	22	6	2	4
81	23	6	2	4
82	23	6	1	4
83	23	6	1	4
84	24	6	1	4
85	24	6	0	4
86	24	6	0	4
87	24	6	0	3
88	24	6	0	3
89	24	6	6	3
90	25	6	6	3
91	25	6	5	3
92	25	6	5	3
93	26	6	5	3
94	26	6	4	3
95	26	6	4	3
96	27	6	4	3
97	27	6	3	3
98	27	6	3	3
99	28	6	3	3
100	28	6	2	3
101	28	6	2	3
102	29	6	2	3
103	29	6	1	3
104	29	6	1	3
105	30	6	1	3
106	30	6	0	3
107	30	6	0	3
108	30	6	0	2
109	30	6	0	2
110	30	6	6	2
111	31	6	6	2
112	31	6	5	2
113	31	6	5	2
114	32	6	5	2
115	32	6	4	2
116	32	6	4	2
117	33	6	4	2
118	33	6	3	2
119	33	6	3	2
120	34	6	3	2
121	34	6	2	2
122	34	6	2	2
123	35	6	2	2
124	35	6	1	2
125	35	6	1	2
126	36	6	1	2
127	36	6	0	2
128	36	6	0	2
129	36	6	0	1
130	36	6	0	1
131	36	6	6	1
132	37	6	6	1
133	37	6	5	1
134	37	6	5	1
135	38	6	5	1
136	38	6	4	1
137	38	6	4	1
138	39	6	4	1
139	39	6	3	1
140	39	6	3	1
141	40	6	3	1
142	40	6	2	1
143	40	6	2	1
144	41	6	2	1
145	41	6	1	1
146	41	6	1	1
147	42	6	1	1
148	42	6	0	1
149	42	6	0	1
150	42	6	0	0
151	42	6	0	0
152	42	5	0	0
153	42	5	5	0
154	42	5	5	5
155	42	5	5	4
156	42	5	6	4
157	42	5	6	4
158	42	5	6	3
159	42	5	7	3
160	42	5	7	3
161	42	5	7	2
162	42	5	8	2
163	42	5	8	2
164	42	5	8	1
165	42	5	9	1
166	42	5	9	1
167	42	5	9	0
168	42	5	10	0
169	42	5	10	0
170	42	5	10	0
171	42	5	-16	0
172	42	5	-16	0
173	42	5	-16	42
174	0	5	-16	42
175	0	5	5	42
176	1	5	5	42
177	1	5	4	42
178	1	5	4	42
179	2	5	4	42
180	2	5	3	42
181	2	5	3	42
182	3	5	3	42
183	3	5	2	42
184	3	5	2	42
185	4	5	2	42
186	4	5	1	42
187	4	5	1	42
188	5	5	1	42
189	5	5	0	42
190	5	5	0	42
191	5	5	0	41
192	5	5	0	41
193	5	5	5	41
194	6	5	5	41
195	6	5	4	41
196	6	5	4	41
197	7	5	4	41
198	7	5	3	41
199	7	5	3	41
200	8	5	3	41
201	8	5	2	41
202	8	5	2	41
203	9	5	2	41
204	9	5	1	41
205	9	5	1	41
206	10	5	1	41
207	10	5	0	41
208	10	5	0	41
209	10	5	0	40
210	10	5	0	40
211	10	5	5	40
212	11	5	5	40
213	11	5	4	40
214	11	5	4	40
215	12	5	4	40
216	12	5	3	40
217	12	5	3	40
218	13	5	3	40
219	13	5	2	40
220	13	5	2	40
221	14	5	2	40
222	14	5	1	40
223	14	5	1	40
224	15	5	1	40
225	15	5	0	40
226	15	5	0	40
227	15	5	0	39
228	15	5	0	39
229	15	5	5	39
230	16	5	5	39
231	16	5	4	39
232	16	5	4	39
233	17	5	4	39
234	17	5	3	39
235	17	5	3	39
236	18	5	3	39
237	18	5	2	39
238	18	5	2	39
239	19	5	2	39
240	19	5	1	39
241	19	5	1	39
242	20	5	1	39
243	20	5	0	39
244	20	5	0	39
245	20	5	0	38
246	20	5	0	38
247	20	5	5	38
248	21	5	5	38
249	21	5	4	38
250	21	5	4	38
251	22	5	4	38
252	22	5	3	38
253	22	5	3	38
254	23	5	3	38
255	23	5	2	38
256	23	5	2	38
257	24	5	2	38
258	24	5	1	38
259	24	5	1	38
260	25	5	1	38
261	25	5	0	38
262	25	5	0	38
263	25	5	0	37
264	25	5	0	37
265	25	5	5	37
266	26	5	5	37
267	26	5	4	37
268	26	5	4	37
269	27	5	4	37
270	27	5	3	37
271	27	5	3	37
272	28	5	3	37
273	28	5	2	37
274	28	5	2	37
275	29	5	2	37
276	29	5	1	37
277	29	5	1	37
278	30	5	1	37
279	30	5	0	37
280	30	5	0	37
281	30	5	0	36
282	30	5	0	36
283	30	5	5	36
284	31	5	5	36
285	31	5	4	36
286	31	5	4	36
287	32	5	4	36
288	32	5	3	36
289	32	5	3	36
290	33	5	3	36
291	33	5	2	36
292	33	5	2	36
293	34	5	2	36
294	34	5	1	36
295	34	5	1	36
296	35	5	1	36
297	35	5	0	36
298	35	5	0	36
299	35	5	0	35
300	35	5	0	35
301	35	5	5	35
302	36	5	5	35
303	36	5	4	35
304	36	5	4	35
305	37	5	4	35
306	37	5	3	35
307	37	5	3	35
308	38	5	3	35
309	38	5	2	35
310	38	5	2	35
311	39	5	2	35
312	39	5	1	35
313	39	5	1	35
314	40	5	1	35
315	40	5	0	35
316	40	5	0	35
317	40	5	0	34
318	40	5	0	34
319	40	5	5	34
320	41	5	5	34
321	41	5	4	34
322	41	5	4	34
323	42	5	4	34
324	42	5	3	34
325	42	5	3	34
326	43	5	3	34
327	43	5	2	34
328	43	5	2	34
329	44	5	2	34
330	44	5	1	34
331	44	5	1	34
332	45	5	1	34
333	45	5	0	34
334	45	5	0	34
335	45	5	0	33
336	45	5	0	33
337	45	5	5	33
338	46	5	5	33
339	46	5	4	33
340	46	5	4	33
341	47	5	4	33
342	47	5	3	33
343	47	5	3	33
344	48	5	3	33
345	48	5	2	33
346	48	5	2	33
347	49	5	2	33
348	49	5	1	33
349	49	5	1	33
350	50	5	1	33
351	50	5	0	33
352	50	5	0	33
353	50	5	0	32
354	50	5	0	32
355	50	5	5	32
356	51	5	5	32
357	51	5	4	32
358	51	5	4	32
359	52	5	4	32
360	52	5	3	32
361	52	5	3	32
362	53	5	3	32
363	53	5	2	32
364	53	5	2	32
365	54	5	2	32
366	54	5	1	32
367	54	5	1	32
368	55	5	1	32
369	55	5	0	32
370	55	5	0	32
371	55	5	0	31
372	55	5	0	31
373	55	5	5	31
374	56	5	5	31
375	56	5	4	31
376	56	5	4	31
377	57	5	4	31
378	57	5	3	31
379	57	5	3	31
380	58	5	3	31
381	58	5	2	31
382	58	5	2	31
383	59	5	2	31
384	59	5	1	31
385	59	5	1	31
386	60	5	1	31
387	60	5	0	31
388	60	5	0	31
389	60	5	0	30
390	60	5	0	30
391	60	5	5	30
392	61	5	5	30
393	61	5	4	30
394	61	5	4	30
395	62	5	4	30
396	62	5	3	30
397	62	5	3	30
398	63	5	3	30
399	63	5	2	30
400	63	5	2	30
401	64	5	2	30
402	64	5	1	30
403	64	5	1	30
404	65	5	1	30
405	65	5	0	30
406	65	5	0	30
407	65	5	0	29
408	65	5	0	29
409	65	5	5	29
410	66	5	5	29
411	66	5	4	29
412	66	5	4	29
413	67	5	4	29
414	67	5	3	29
415	67	5	3	29
416	68	5	3	29
417	68	5	2	29
418	68	5	2	29
419	69	5	2	29
420	69	5	1	29
421	69	5	1	29
422	70	5	1	29
423	70	5	0	29
424	70	5	0	29
425	70	5	0	28
426	70	5	0	28
427	70	5	5	28
428	71	5	5	28
429	71	5	4	28
430	71	5	4	28
431	72	5	4	28
432	72	5	3	28
433	72	5	3	28
434	73	5	3	28
435	73	5	2	28
436	73	5	2	28
437	74	5	2	28
438	74	5	1	28
439	74	5	1	28
440	75	5	1	28
441	75	5	0	28
442	75	5	0	28
443	75	5	0	27
444	75	5	0	27
445	75	5	5	27
446	76	5	5	27
447	76	5	4	27
448	76	5	4	27
449	77	5	4	27
450	77	5	3	27
451	77	5	3	27
452	78	5	3	27
453	78	5	2	27
454	78	5	2	27
455	79	5	2	27
456	79	5	1	27
457	79	5	1	27
458	80	5	1	27
459	80	5	0	27
460	80	5	0	27
461	80	5	0	26
462	80	5	0	26
463	80	5	5	26
464	81	5	5	26
465	81	5	4	26
466	81	5	4	26
467	82	5	4	26
468	82	5	3	26
469	82	5	3	26
470	83	5	3	26
471	83	5	2	26
472	83	5	2	26
473	84	5	2	26
474	84	5	1	26
475	84	5	1	26
476	85	5	1	26
477	85	5	0	26
478	85	5	0	26
479	85	5	0	25
480	85	5	0	25
481	85	5	5	25
482	86	5	5	25
483	86	5	4	25
484	86	5	4	25
485	87	5	4	25
486	87	5	3	25
487	87	5	3	25
488	88	5	3	25
489	88	5	2	25
490	88	5	2	25
491	89	5	2	25
492	89	5	1	25
493	89	5	1	25
494	90	5	1	25
495	90	5	0	25
496	90	5	0	25
497	90	5	0	24
498	90	5	0	24
499	90	5	5	24
500	91	5	5	24
501	91	5	4	24
502	91	5	4	24
503	92	5	4	24
504	92	5	3	24
505	92	5	3	24
506	93	5	3	24
507	93	5	2	24
508	93	5	2	24
509	94	5	2	24
510	94	5	1	24
511	94	5	1	24
512	95	5	1	24
513	95	5	0	24
514	95	5	0	24
515	95	5	0	23
516	95	5	0	23
517	95	5	5	23
518	96	5	5	23
519	96	5	4	23
520	96	5	4	23
521	97	5	4	23
522	97	5	3	23
523	97	5	3	23
524	98	5	3	23
525	98	5	2	23
526	98	5	2	23
527	99	5	2	23
528	99	5	1	23
529	99	5	1	23
530	100	5	1	23
531	100	5	0	23
532	100	5	0	23
533	100	5	0	22
534	100	5	0	22
535	100	5	5	22
536	101	5	5	22
537	101	5	4	22
538	101	5	4	22
539	102	5	4	22
540	102	5	3	22
541	102	5	3	22
542	103	5	3	22
543	103	5	2	22
544	103	5	2	22
545	104	5	2	22
546	104	5	1	22
547	104	5	1	22
548	105	5	1	22
549	105	5	0	22
550	105	5	0	22
551	105	5	0	21
552	105	5	0	21
553	105	5	5	21
554	106	5	5	21
555	106	5	4	21
556	106	5	4	21
557	107	5	4	21
558	107	5	3	21
559	107	5	3	21
560	108	5	3	21
561	108	5	2	21
562	108	5	2	21
563	109	5	2	21
564	109	5	1	21
565	109	5	1	21
566	110	5	1	21
567	110	5	0	21
568	110	5	0	21
569	110	5	0	20
570	110	5	0	20
571	110	5	5	20
572	111	5	5	20
573	111	5	4	20
574	111	5	4	20
575	112	5	4	20
576	112	5	3	20
577	112	5	3	20
578	113	5	3	20
579	113	5	2	20
580	113	5	2	20
581	114	5	2	20
582	114	5	1	20
583	114	5	1	20
584	115	5	1	20
585	115	5	0	20
586	115	5	0	20
587	115	5	0	19
588	115	5	0	19
589	115	5	5	19
590	116	5	5	19
591	116	5	4	19
592	116	5	4	19
593	117	5	4	19
594	117	5	3	19
595	117	5	3	19
596	118	5	3	19
597	118	5	2	19
598	118	5	2	19
599	119	5	2	19
600	119	5	1	19
601	119	5	1	19
602	120	5	1	19
603	120	5	0	19
604	120	5	0	19
605	120	5	0	18
606	120	5	0	18
607	120	5	5	18
608	121	5	5	18
609	121	5	4	18
610	121	5	4	18
611	122	5	4	18
612	122	5	3	18
613	122	5	3	18
